,support,itemsets
419,0.011040492727034465,"frozenset({'html5', 'php', 'array'})"
420,0.010532695583802909,"frozenset({'jquery', 'html5', 'array'})"
421,0.010172323417638579,"frozenset({'array', 'html5', 'css'})"
422,0.011368103787183855,"frozenset({'html', 'array', 'javascript', 'html5'})"
423,0.010811164984929891,"frozenset({'html5', 'php', 'array', 'javascript'})"
424,0.01015594286463111,"frozenset({'html', 'php', 'array', 'html5'})"
425,0.010057659546586292,"frozenset({'html', 'php', 'javascript', 'html5', 'array'})"
426,0.010450792818765561,"frozenset({'jquery', 'html5', 'array', 'javascript'})"
427,0.038789149521687855,"frozenset({'python-3.x', 'python'})"
428,0.010893067749967239,"frozenset({'javascript', 'python-3.x'})"
429,0.028272834490892414,"frozenset({'sql-server', 'sql'})"
430,0.01744528895295505,"frozenset({'sql-server', 'javascript'})"
431,0.012252653649587211,"frozenset({'sql-server', 'jquery'})"
432,0.0104835539247805,"frozenset({'sql-server', 'css'})"
433,0.01888677761761237,"frozenset({'sql-server', 'c#'})"
434,0.01538133927401389,"frozenset({'sql-server', 'php'})"
435,0.01503734766085703,"frozenset({'sql-server', 'mysql'})"
436,0.014906303236797274,"frozenset({'sql-server', 'banco-de-dados'})"
437,0.014283842222513433,"frozenset({'sql-server', 'html'})"
438,0.010581837242825317,"frozenset({'sql-server', 'java'})"
439,0.013382911807102608,"frozenset({'sql-server', 'javascript', 'sql'})"
440,0.010909448302974708,"frozenset({'sql-server', 'c#', 'javascript'})"
441,0.011515528764251081,"frozenset({'sql-server', 'javascript', 'jquery'})"
442,0.013022539640938278,"frozenset({'sql-server', 'c#', 'sql'})"
443,0.01194142314244529,"frozenset({'sql-server', 'php', 'sql'})"
444,0.01154828987026602,"frozenset({'sql-server', 'javascript', 'php'})"
445,0.012842353557856113,"frozenset({'sql-server', 'mysql', 'sql'})"
446,0.010909448302974708,"frozenset({'sql-server', 'mysql', 'php'})"
447,0.010696501113877604,"frozenset({'sql-server', 'mysql', 'javascript'})"
448,0.0125802647097366,"frozenset({'sql-server', 'sql', 'banco-de-dados'})"
449,0.012662167474773948,"frozenset({'sql-server', 'html', 'javascript'})"
450,0.011417245446206264,"frozenset({'sql-server', 'html', 'sql'})"
451,0.010630978901847726,"frozenset({'sql-server', 'html', 'php'})"
452,0.010319748394705805,"frozenset({'sql-server', 'html', 'sql', 'javascript'})"
453,0.01502096710784956,"frozenset({'javascript', 'aplicação-web'})"
454,0.01294063687590093,"frozenset({'html', 'aplicação-web'})"
455,0.011892281483422881,"frozenset({'php', 'aplicação-web'})"
456,0.010041278993578824,"frozenset({'mysql', 'aplicação-web'})"
457,0.011122395492071812,"frozenset({'html', 'javascript', 'aplicação-web'})"
458,0.01082754553793736,"frozenset({'javascript', 'git'})"
459,0.10137924256322893,"frozenset({'javascript', 'php'})"
460,0.12167474773948368,"frozenset({'html', 'javascript'})"
461,0.08729196697680514,"frozenset({'html', 'php'})"
462,0.06447385663740007,"frozenset({'html', 'php', 'javascript'})"
463,0.042130782335211635,"frozenset({'javascript', 'java'})"
464,0.03253177827283449,"frozenset({'php', 'java'})"
465,0.0320403616826104,"frozenset({'html', 'java'})"
466,0.023194863058576858,"frozenset({'javascript', 'php', 'java'})"
467,0.026159743152928842,"frozenset({'html', 'javascript', 'java'})"
468,0.020442930153321975,"frozenset({'html', 'php', 'java'})"
469,0.01788756388415673,"frozenset({'html', 'php', 'javascript', 'java'})"
470,0.0870954003407155,"frozenset({'mysql', 'php'})"
471,0.05942864631109946,"frozenset({'mysql', 'javascript'})"
472,0.051189228148342286,"frozenset({'html', 'mysql'})"
473,0.031254095138251864,"frozenset({'mysql', 'java'})"
474,0.049420128423535575,"frozenset({'mysql', 'php', 'javascript'})"
475,0.0455379373607653,"frozenset({'html', 'php', 'mysql'})"
476,0.041082426942733584,"frozenset({'html', 'javascript', 'mysql'})"
477,0.03679072205477657,"frozenset({'html', 'php', 'javascript', 'mysql'})"
478,0.019885991351068014,"frozenset({'mysql', 'php', 'java'})"
479,0.019476477525881275,"frozenset({'mysql', 'javascript', 'java'})"
480,0.01683920849167868,"frozenset({'html', 'mysql', 'java'})"
481,0.015889136417245445,"frozenset({'mysql', 'php', 'javascript', 'java'})"
482,0.0150537282138645,"frozenset({'html', 'javascript', 'mysql', 'java'})"
483,0.014447647752588128,"frozenset({'html', 'php', 'mysql', 'java'})"
484,0.013169964618005504,"frozenset({'html', 'mysql', 'java', 'php', 'javascript'})"
485,0.04014873542130783,"frozenset({'javascript', 'json'})"
486,0.03351461145328266,"frozenset({'php', 'json'})"
487,0.0276339929236011,"frozenset({'html', 'json'})"
488,0.026749443061197746,"frozenset({'jquery', 'json'})"
489,0.023293146376621676,"frozenset({'mysql', 'json'})"
490,0.01970580526798585,"frozenset({'json', 'java'})"
491,0.017707377801074564,"frozenset({'json', 'sql'})"
492,0.010041278993578824,"frozenset({'json', 'python'})"
493,0.019066963700694536,"frozenset({'css', 'json'})"
494,0.015119250425894378,"frozenset({'html5', 'json'})"
495,0.014201939457476085,"frozenset({'json', 'banco-de-dados'})"
496,0.013890708950334164,"frozenset({'json', 'android'})"
497,0.01572533088717075,"frozenset({'array', 'json'})"
498,0.015545144804088586,"frozenset({'c#', 'json'})"
499,0.026110601493906434,"frozenset({'javascript', 'php', 'json'})"
500,0.025357096055562835,"frozenset({'html', 'json', 'javascript'})"
501,0.021409382780762678,"frozenset({'html', 'php', 'json'})"
502,0.01998427466911283,"frozenset({'html', 'php', 'json', 'javascript'})"
503,0.024652732276241644,"frozenset({'jquery', 'javascript', 'json'})"
504,0.020803302319486305,"frozenset({'jquery', 'php', 'json'})"
505,0.019804088586030666,"frozenset({'jquery', 'html', 'json'})"
506,0.019525619184903684,"frozenset({'jquery', 'javascript', 'php', 'json'})"
507,0.01931267199580658,"frozenset({'jquery', 'html', 'json', 'javascript'})"
508,0.01683920849167868,"frozenset({'jquery', 'html', 'php', 'json'})"
509,0.01644607521949941,"frozenset({'html', 'jquery', 'php', 'javascript', 'json'})"
510,0.02022998296422487,"frozenset({'mysql', 'php', 'json'})"
511,0.019804088586030666,"frozenset({'mysql', 'json', 'javascript'})"
512,0.016888350150701087,"frozenset({'html', 'json', 'mysql'})"
513,0.016315030795439653,"frozenset({'jquery', 'mysql', 'json'})"
514,0.01782204167212685,"frozenset({'mysql', 'php', 'json', 'javascript'})"
515,0.01611846415935002,"frozenset({'html', 'json', 'javascript', 'mysql'})"
516,0.01567618922814834,"frozenset({'html', 'php', 'json', 'mysql'})"
517,0.01502096710784956,"frozenset({'html', 'mysql', 'php', 'javascript', 'json'})"
518,0.01574171144017822,"frozenset({'jquery', 'mysql', 'json', 'javascript'})"
519,0.015184772637924256,"frozenset({'jquery', 'mysql', 'php', 'json'})"
520,0.01403813392740139,"frozenset({'jquery', 'html', 'json', 'mysql'})"
521,0.01466059494168523,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'json'})"
522,0.013825186738304285,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'json'})"
523,0.013268247936050321,"frozenset({'html', 'mysql', 'jquery', 'php', 'json'})"
524,0.013071681299960686,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript', 'json'})"
525,0.014120036692438737,"frozenset({'javascript', 'json', 'java'})"
526,0.012383698073646966,"frozenset({'php', 'json', 'java'})"
527,0.011761237059363125,"frozenset({'html', 'json', 'java'})"
528,0.010974970515004586,"frozenset({'mysql', 'json', 'java'})"
529,0.010598217795832787,"frozenset({'jquery', 'json', 'java'})"
530,0.0108603066439523,"frozenset({'javascript', 'php', 'json', 'java'})"
531,0.011171537151094221,"frozenset({'html', 'json', 'javascript', 'java'})"
532,0.010254226182675926,"frozenset({'jquery', 'javascript', 'json', 'java'})"
533,0.01541410038002883,"frozenset({'javascript', 'json', 'sql'})"
534,0.01436574498755078,"frozenset({'php', 'json', 'sql'})"
535,0.013857947844319225,"frozenset({'mysql', 'json', 'sql'})"
536,0.013448434019132486,"frozenset({'html', 'json', 'sql'})"
537,0.012776831345826235,"frozenset({'jquery', 'json', 'sql'})"
538,0.010794784431922421,"frozenset({'css', 'json', 'sql'})"
539,0.013104442405975626,"frozenset({'javascript', 'php', 'json', 'sql'})"
540,0.012776831345826235,"frozenset({'mysql', 'json', 'javascript', 'sql'})"
541,0.012383698073646966,"frozenset({'mysql', 'php', 'json', 'sql'})"
542,0.011597431529288429,"frozenset({'mysql', 'php', 'javascript', 'json', 'sql'})"
543,0.012891495216878521,"frozenset({'html', 'json', 'javascript', 'sql'})"
544,0.01192504258943782,"frozenset({'html', 'php', 'json', 'sql'})"
545,0.011450006552221203,"frozenset({'html', 'sql', 'json', 'mysql'})"
546,0.011515528764251081,"frozenset({'html', 'php', 'javascript', 'json', 'sql'})"
547,0.011171537151094221,"frozenset({'html', 'mysql', 'javascript', 'json', 'sql'})"
548,0.010729262219892543,"frozenset({'html', 'mysql', 'php', 'json', 'sql'})"
549,0.01046717337177303,"frozenset({'html', 'mysql', 'php', 'javascript', 'json', 'sql'})"
550,0.012432839732669374,"frozenset({'jquery', 'javascript', 'json', 'sql'})"
551,0.011433625999213734,"frozenset({'jquery', 'php', 'json', 'sql'})"
552,0.011368103787183855,"frozenset({'jquery', 'html', 'json', 'sql'})"
553,0.011089634386056873,"frozenset({'jquery', 'mysql', 'json', 'sql'})"
554,0.011171537151094221,"frozenset({'jquery', 'php', 'javascript', 'json', 'sql'})"
555,0.01120429825710916,"frozenset({'html', 'jquery', 'javascript', 'json', 'sql'})"
556,0.010434412265758091,"frozenset({'html', 'jquery', 'php', 'json', 'sql'})"
557,0.010270606735683396,"frozenset({'html', 'jquery', 'php', 'javascript', 'json', 'sql'})"
558,0.010925828855982178,"frozenset({'mysql', 'jquery', 'javascript', 'json', 'sql'})"
559,0.010401651159743152,"frozenset({'mysql', 'jquery', 'php', 'json', 'sql'})"
560,0.01012318175861617,"frozenset({'html', 'mysql', 'jquery', 'json', 'sql'})"
561,0.010254226182675926,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'json', 'sql'})"
562,0.010024898440571355,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'json', 'sql'})"
563,0.01049993447778797,"frozenset({'css', 'javascript', 'json', 'sql'})"
564,0.010319748394705805,"frozenset({'css', 'html', 'json', 'sql'})"
565,0.0101068012056087,"frozenset({'html', 'javascript', 'json', 'sql', 'css'})"
566,0.018034988861223955,"frozenset({'css', 'javascript', 'json'})"
567,0.01746166950596252,"frozenset({'css', 'html', 'json'})"
568,0.01574171144017822,"frozenset({'css', 'php', 'json'})"
569,0.015135630978901847,"frozenset({'css', 'jquery', 'json'})"
570,0.01294063687590093,"frozenset({'css', 'mysql', 'json'})"
571,0.01680644738566374,"frozenset({'css', 'html', 'json', 'javascript'})"
572,0.015135630978901847,"frozenset({'css', 'javascript', 'php', 'json'})"
573,0.014726117153715109,"frozenset({'css', 'html', 'php', 'json'})"
574,0.014316603328528372,"frozenset({'html', 'php', 'javascript', 'json', 'css'})"
575,0.014889922683789804,"frozenset({'css', 'javascript', 'jquery', 'json'})"
576,0.014283842222513433,"frozenset({'css', 'html', 'jquery', 'json'})"
577,0.013251867383042851,"frozenset({'css', 'php', 'json', 'jquery'})"
578,0.014136417245446207,"frozenset({'html', 'jquery', 'javascript', 'json', 'css'})"
579,0.013120822958983095,"frozenset({'jquery', 'php', 'javascript', 'json', 'css'})"
580,0.012694928580788887,"frozenset({'html', 'jquery', 'php', 'json', 'css'})"
581,0.01259664526274407,"frozenset({'html', 'jquery', 'php', 'javascript', 'json', 'css'})"
582,0.01259664526274407,"frozenset({'css', 'mysql', 'json', 'javascript'})"
583,0.012203511990564802,"frozenset({'css', 'mysql', 'php', 'json'})"
584,0.012170750884549863,"frozenset({'css', 'mysql', 'json', 'html'})"
585,0.011253439916131569,"frozenset({'css', 'mysql', 'jquery', 'json'})"
586,0.01192504258943782,"frozenset({'mysql', 'php', 'javascript', 'json', 'css'})"
587,0.011957803695452759,"frozenset({'html', 'mysql', 'javascript', 'json', 'css'})"
588,0.011597431529288429,"frozenset({'html', 'mysql', 'php', 'json', 'css'})"
589,0.011400864893198795,"frozenset({'html', 'mysql', 'php', 'javascript', 'json', 'css'})"
590,0.01120429825710916,"frozenset({'mysql', 'jquery', 'javascript', 'json', 'css'})"
591,0.01084392609094483,"frozenset({'html', 'mysql', 'jquery', 'json', 'css'})"
592,0.010811164984929891,"frozenset({'mysql', 'jquery', 'php', 'json', 'css'})"
593,0.010794784431922421,"frozenset({'html', 'mysql', 'jquery', 'javascript', 'json', 'css'})"
594,0.010762023325907482,"frozenset({'mysql', 'jquery', 'php', 'javascript', 'json', 'css'})"
595,0.010450792818765561,"frozenset({'html', 'mysql', 'jquery', 'php', 'json', 'css'})"
596,0.010401651159743152,"frozenset({'html', 'mysql', 'jquery', 'php', 'javascript', 'json', 'css'})"
597,0.014627833835670291,"frozenset({'html5', 'json', 'javascript'})"
598,0.012989778534923339,"frozenset({'html', 'json', 'html5'})"
599,0.01259664526274407,"frozenset({'html5', 'php', 'json'})"
600,0.012465600838684313,"frozenset({'jquery', 'html5', 'json'})"
601,0.011089634386056873,"frozenset({'css', 'html5', 'json'})"
602,0.010712881666885074,"frozenset({'mysql', 'json', 'html5'})"
603,0.012891495216878521,"frozenset({'html', 'json', 'javascript', 'html5'})"
604,0.012301795308609618,"frozenset({'html5', 'php', 'json', 'javascript'})"
605,0.011351723234176386,"frozenset({'html', 'php', 'json', 'html5'})"
606,0.011286201022146508,"frozenset({'html', 'php', 'javascript', 'html5', 'json'})"
607,0.012400078626654435,"frozenset({'jquery', 'html5', 'json', 'javascript'})"
608,0.011335342681168916,"frozenset({'jquery', 'html', 'json', 'html5'})"
609,0.011089634386056873,"frozenset({'jquery', 'html5', 'php', 'json'})"
610,0.011335342681168916,"frozenset({'html', 'jquery', 'javascript', 'html5', 'json'})"
611,0.011040492727034465,"frozenset({'jquery', 'php', 'html5', 'javascript', 'json'})"
612,0.010319748394705805,"frozenset({'html', 'jquery', 'php', 'html5', 'json'})"
613,0.010319748394705805,"frozenset({'html', 'jquery', 'php', 'javascript', 'html5', 'json'})"
614,0.011007731621019526,"frozenset({'css', 'html5', 'json', 'javascript'})"
615,0.010696501113877604,"frozenset({'css', 'html', 'json', 'html5'})"
616,0.010041278993578824,"frozenset({'css', 'html5', 'php', 'json'})"
617,0.010663740007862665,"frozenset({'html', 'javascript', 'html5', 'json', 'css'})"
618,0.010565456689817848,"frozenset({'mysql', 'json', 'javascript', 'html5'})"
619,0.010074040099593761,"frozenset({'mysql', 'php', 'json', 'html5'})"
620,0.012318175861617087,"frozenset({'javascript', 'json', 'banco-de-dados'})"
621,0.011318962128161447,"frozenset({'mysql', 'json', 'banco-de-dados'})"
622,0.011302581575153977,"frozenset({'php', 'json', 'banco-de-dados'})"
623,0.0108603066439523,"frozenset({'html', 'json', 'banco-de-dados'})"
624,0.0101068012056087,"frozenset({'json', 'sql', 'banco-de-dados'})"
625,0.010024898440571355,"frozenset({'jquery', 'json', 'banco-de-dados'})"
626,0.010418031712750622,"frozenset({'mysql', 'json', 'javascript', 'banco-de-dados'})"
627,0.010303367841698335,"frozenset({'javascript', 'php', 'json', 'banco-de-dados'})"
628,0.010008517887563885,"frozenset({'mysql', 'php', 'json', 'banco-de-dados'})"
629,0.010434412265758091,"frozenset({'html', 'json', 'javascript', 'banco-de-dados'})"
630,0.010368890053728213,"frozenset({'json', 'android', 'java'})"
631,0.013251867383042851,"frozenset({'array', 'javascript', 'json'})"
632,0.012350936967632026,"frozenset({'array', 'php', 'json'})"
633,0.011040492727034465,"frozenset({'array', 'html', 'json'})"
634,0.01051631503079544,"frozenset({'array', 'jquery', 'json'})"
635,0.010401651159743152,"frozenset({'array', 'mysql', 'json'})"
636,0.010778403878914952,"frozenset({'array', 'javascript', 'php', 'json'})"
637,0.010663740007862665,"frozenset({'array', 'html', 'json', 'javascript'})"
638,0.010172323417638579,"frozenset({'array', 'javascript', 'jquery', 'json'})"
639,0.011712095400340716,"frozenset({'c#', 'json', 'javascript'})"
640,0.019525619184903684,"frozenset({'javascript', 'string'})"
641,0.015971039182282792,"frozenset({'html', 'string'})"
642,0.015938278076267853,"frozenset({'string', 'java'})"
643,0.015102869872886908,"frozenset({'php', 'string'})"
644,0.013366531254095138,"frozenset({'mysql', 'string'})"
645,0.012645786921766478,"frozenset({'string', 'python'})"
646,0.012498361944699252,"frozenset({'sql', 'string'})"
647,0.012416459179661905,"frozenset({'jquery', 'string'})"
648,0.013006159087930808,"frozenset({'c', 'string'})"
649,0.013071681299960686,"frozenset({'c#', 'string'})"
650,0.011695714847333246,"frozenset({'css', 'string'})"
651,0.013988992268378981,"frozenset({'array', 'string'})"
652,0.010057659546586292,"frozenset({'string', 'banco-de-dados'})"
653,0.014185558904468615,"frozenset({'html', 'javascript', 'string'})"
654,0.012154370331542394,"frozenset({'javascript', 'php', 'string'})"
655,0.011368103787183855,"frozenset({'html', 'php', 'string'})"
656,0.010549076136810378,"frozenset({'html', 'php', 'javascript', 'string'})"
657,0.010974970515004586,"frozenset({'mysql', 'javascript', 'string'})"
658,0.010680120560870135,"frozenset({'mysql', 'php', 'string'})"
659,0.010188703970646048,"frozenset({'html', 'string', 'mysql'})"
660,0.011859520377407942,"frozenset({'jquery', 'javascript', 'string'})"
661,0.01087668719695977,"frozenset({'jquery', 'html', 'string'})"
662,0.010565456689817848,"frozenset({'jquery', 'html', 'javascript', 'string'})"
663,0.010925828855982178,"frozenset({'html', 'css', 'string'})"
664,0.01084392609094483,"frozenset({'javascript', 'css', 'string'})"
665,0.010352509500720744,"frozenset({'html', 'css', 'javascript', 'string'})"
666,0.01783842222513432,"frozenset({'javascript', 'api'})"
667,0.014627833835670291,"frozenset({'php', 'api'})"
668,0.0129570174289084,"frozenset({'html', 'api'})"
669,0.011040492727034465,"frozenset({'api', 'json'})"
670,0.010663740007862665,"frozenset({'mysql', 'api'})"
671,0.010549076136810378,"frozenset({'jquery', 'api'})"
672,0.0101068012056087,"frozenset({'api', 'java'})"
673,0.01122067881011663,"frozenset({'javascript', 'php', 'api'})"
674,0.01194142314244529,"frozenset({'html', 'api', 'javascript'})"
675,0.0101068012056087,"frozenset({'jquery', 'javascript', 'api'})"
676,0.01744528895295505,"frozenset({'javascript', 'funções'})"
677,0.012760450792818765,"frozenset({'html', 'funções'})"
678,0.012350936967632026,"frozenset({'php', 'funções'})"
679,0.010041278993578824,"frozenset({'funções', 'python'})"
680,0.0108603066439523,"frozenset({'array', 'funções'})"
681,0.011646573188310838,"frozenset({'html', 'funções', 'javascript'})"
682,0.010254226182675926,"frozenset({'javascript', 'php', 'funções'})"
683,0.01439850609356572,"frozenset({'sql', 'postgresql'})"
684,0.011777617612370594,"frozenset({'javascript', 'postgresql'})"
685,0.010942209408989647,"frozenset({'php', 'postgresql'})"
686,0.01046717337177303,"frozenset({'postgresql', 'java'})"
687,0.010074040099593761,"frozenset({'mysql', 'postgresql'})"
688,0.011040492727034465,"frozenset({'postgresql', 'banco-de-dados'})"
689,0.01538133927401389,"frozenset({'regex', 'javascript'})"
690,0.013006159087930808,"frozenset({'regex', 'php'})"
691,0.012252653649587211,"frozenset({'html', 'regex'})"
692,0.010434412265758091,"frozenset({'jquery', 'regex'})"
693,0.010434412265758091,"frozenset({'mysql', 'regex'})"
694,0.010598217795832787,"frozenset({'regex', 'php', 'javascript'})"
695,0.011122395492071812,"frozenset({'html', 'javascript', 'regex'})"
696,0.013710522867251999,"frozenset({'pandas', 'python'})"
697,0.011089634386056873,"frozenset({'jsf', 'java'})"
698,0.036201022146507666,"frozenset({'mysql', 'banco-de-dados'})"
699,0.034775914034857816,"frozenset({'sql', 'banco-de-dados'})"
700,0.033039575416066044,"frozenset({'php', 'banco-de-dados'})"
701,0.031073909055169702,"frozenset({'javascript', 'banco-de-dados'})"
702,0.02663477919014546,"frozenset({'html', 'banco-de-dados'})"
703,0.02136024112174027,"frozenset({'banco-de-dados', 'java'})"
704,0.02062311623640414,"frozenset({'jquery', 'banco-de-dados'})"
705,0.018362599921373346,"frozenset({'css', 'banco-de-dados'})"
706,0.013104442405975626,"frozenset({'android', 'banco-de-dados'})"
707,0.017265102869872886,"frozenset({'c#', 'banco-de-dados'})"
708,0.01087668719695977,"frozenset({'banco-de-dados', 'python'})"
709,0.023637137989778536,"frozenset({'mysql', 'sql', 'banco-de-dados'})"
710,0.02548814047962259,"frozenset({'mysql', 'php', 'banco-de-dados'})"
711,0.020164460752194992,"frozenset({'php', 'sql', 'banco-de-dados'})"
712,0.0175271917179924,"frozenset({'mysql', 'php', 'sql', 'banco-de-dados'})"
713,0.022883632551434937,"frozenset({'javascript', 'php', 'banco-de-dados'})"
714,0.022523260385270607,"frozenset({'mysql', 'javascript', 'banco-de-dados'})"
715,0.019935133010090422,"frozenset({'javascript', 'sql', 'banco-de-dados'})"
716,0.019099724806709475,"frozenset({'mysql', 'php', 'javascript', 'banco-de-dados'})"
717,0.01674092517363386,"frozenset({'mysql', 'sql', 'javascript', 'banco-de-dados'})"
718,0.0160201808413052,"frozenset({'javascript', 'php', 'sql', 'banco-de-dados'})"
719,0.014562311623640413,"frozenset({'mysql', 'php', 'banco-de-dados', 'javascript', 'sql'})"
720,0.022637924256322894,"frozenset({'html', 'javascript', 'banco-de-dados'})"
721,0.021802516052941947,"frozenset({'html', 'php', 'banco-de-dados'})"
722,0.020393788494299566,"frozenset({'html', 'mysql', 'banco-de-dados'})"
723,0.01783842222513432,"frozenset({'html', 'sql', 'banco-de-dados'})"
724,0.01888677761761237,"frozenset({'html', 'php', 'javascript', 'banco-de-dados'})"
725,0.018297077709343468,"frozenset({'html', 'php', 'mysql', 'banco-de-dados'})"
726,0.018100511073253833,"frozenset({'html', 'javascript', 'mysql', 'banco-de-dados'})"
727,0.01636417245446206,"frozenset({'html', 'mysql', 'php', 'banco-de-dados', 'javascript'})"
728,0.01600380028829773,"frozenset({'html', 'sql', 'javascript', 'banco-de-dados'})"
729,0.01538133927401389,"frozenset({'html', 'php', 'sql', 'banco-de-dados'})"
730,0.015217533743939195,"frozenset({'html', 'sql', 'mysql', 'banco-de-dados'})"
731,0.01400537282138645,"frozenset({'html', 'php', 'banco-de-dados', 'javascript', 'sql'})"
732,0.01403813392740139,"frozenset({'html', 'mysql', 'banco-de-dados', 'javascript', 'sql'})"
733,0.013874328397326694,"frozenset({'html', 'mysql', 'php', 'banco-de-dados', 'sql'})"
734,0.012891495216878521,"frozenset({'html', 'mysql', 'php', 'banco-de-dados', 'javascript', 'sql'})"
735,0.013956231162364042,"frozenset({'mysql', 'banco-de-dados', 'java'})"
736,0.013923470056349103,"frozenset({'javascript', 'banco-de-dados', 'java'})"
737,0.013186345171012973,"frozenset({'sql', 'banco-de-dados', 'java'})"
738,0.01256388415672913,"frozenset({'php', 'banco-de-dados', 'java'})"
739,0.012170750884549863,"frozenset({'html', 'banco-de-dados', 'java'})"
740,0.01087668719695977,"frozenset({'mysql', 'banco-de-dados', 'javascript', 'java'})"
741,0.010614598348840256,"frozenset({'mysql', 'sql', 'banco-de-dados', 'java'})"
742,0.010172323417638579,"frozenset({'javascript', 'sql', 'banco-de-dados', 'java'})"
743,0.010745642772900013,"frozenset({'mysql', 'php', 'banco-de-dados', 'java'})"
744,0.010581837242825317,"frozenset({'javascript', 'php', 'banco-de-dados', 'java'})"
745,0.011056873280041934,"frozenset({'html', 'banco-de-dados', 'javascript', 'java'})"
746,0.0101068012056087,"frozenset({'html', 'banco-de-dados', 'mysql', 'java'})"
747,0.010024898440571355,"frozenset({'html', 'php', 'banco-de-dados', 'java'})"
748,0.019361813654828988,"frozenset({'jquery', 'javascript', 'banco-de-dados'})"
749,0.017396147293932643,"frozenset({'jquery', 'php', 'banco-de-dados'})"
750,0.017215961210850478,"frozenset({'jquery', 'html', 'banco-de-dados'})"
751,0.016609880749574105,"frozenset({'jquery', 'mysql', 'banco-de-dados'})"
752,0.0146769754946927,"frozenset({'jquery', 'sql', 'banco-de-dados'})"
753,0.01644607521949941,"frozenset({'jquery', 'javascript', 'php', 'banco-de-dados'})"
754,0.016626261302581574,"frozenset({'jquery', 'html', 'javascript', 'banco-de-dados'})"
755,0.015250294849954134,"frozenset({'jquery', 'html', 'php', 'banco-de-dados'})"
756,0.014791639365744987,"frozenset({'html', 'jquery', 'php', 'banco-de-dados', 'javascript'})"
757,0.015905516970252914,"frozenset({'jquery', 'mysql', 'javascript', 'banco-de-dados'})"
758,0.015086489319879439,"frozenset({'jquery', 'mysql', 'php', 'banco-de-dados'})"
759,0.014644214388677761,"frozenset({'jquery', 'html', 'mysql', 'banco-de-dados'})"
760,0.014480408858603067,"frozenset({'mysql', 'jquery', 'php', 'banco-de-dados', 'javascript'})"
761,0.014267461669505963,"frozenset({'html', 'mysql', 'jquery', 'banco-de-dados', 'javascript'})"
762,0.013628620102214651,"frozenset({'html', 'mysql', 'jquery', 'php', 'banco-de-dados'})"
763,0.01328462848905779,"frozenset({'html', 'mysql', 'jquery', 'php', 'banco-de-dados', 'javascript'})"
764,0.014169178351461146,"frozenset({'jquery', 'javascript', 'sql', 'banco-de-dados'})"
765,0.013006159087930808,"frozenset({'jquery', 'mysql', 'sql', 'banco-de-dados'})"
766,0.013006159087930808,"frozenset({'jquery', 'html', 'sql', 'banco-de-dados'})"
767,0.012907875769885991,"frozenset({'jquery', 'php', 'sql', 'banco-de-dados'})"
768,0.012694928580788887,"frozenset({'mysql', 'jquery', 'banco-de-dados', 'javascript', 'sql'})"
769,0.012727689686803826,"frozenset({'html', 'jquery', 'banco-de-dados', 'javascript', 'sql'})"
770,0.011744856506355655,"frozenset({'html', 'mysql', 'jquery', 'banco-de-dados', 'sql'})"
771,0.01156467042327349,"frozenset({'html', 'mysql', 'jquery', 'banco-de-dados', 'javascript', 'sql'})"
772,0.01256388415672913,"frozenset({'jquery', 'php', 'banco-de-dados', 'javascript', 'sql'})"
773,0.011974184248460229,"frozenset({'mysql', 'jquery', 'php', 'banco-de-dados', 'sql'})"
774,0.011810378718385533,"frozenset({'html', 'jquery', 'php', 'banco-de-dados', 'sql'})"
775,0.011712095400340716,"frozenset({'mysql', 'jquery', 'php', 'banco-de-dados', 'javascript', 'sql'})"
776,0.011613812082295899,"frozenset({'html', 'jquery', 'php', 'banco-de-dados', 'javascript', 'sql'})"
777,0.011040492727034465,"frozenset({'html', 'mysql', 'jquery', 'php', 'banco-de-dados', 'sql'})"
778,0.01087668719695977,"frozenset({'html', 'mysql', 'jquery', 'php', 'banco-de-dados', 'javascript', 'sql'})"
779,0.01679006683265627,"frozenset({'html', 'css', 'banco-de-dados'})"
780,0.01647883632551435,"frozenset({'javascript', 'css', 'banco-de-dados'})"
781,0.015184772637924256,"frozenset({'php', 'css', 'banco-de-dados'})"
782,0.014758878259730048,"frozenset({'mysql', 'css', 'banco-de-dados'})"
783,0.013268247936050321,"frozenset({'jquery', 'css', 'banco-de-dados'})"
784,0.013202725724020443,"frozenset({'css', 'sql', 'banco-de-dados'})"
785,0.0154304809330363,"frozenset({'html', 'css', 'javascript', 'banco-de-dados'})"
786,0.014316603328528372,"frozenset({'html', 'php', 'css', 'banco-de-dados'})"
787,0.014087275586423798,"frozenset({'javascript', 'php', 'css', 'banco-de-dados'})"
788,0.013464814572139956,"frozenset({'html', 'php', 'banco-de-dados', 'javascript', 'css'})"
789,0.013808806185296816,"frozenset({'html', 'css', 'mysql', 'banco-de-dados'})"
790,0.013710522867251999,"frozenset({'mysql', 'css', 'javascript', 'banco-de-dados'})"
791,0.013513956231162364,"frozenset({'mysql', 'php', 'css', 'banco-de-dados'})"
792,0.013022539640938278,"frozenset({'html', 'mysql', 'banco-de-dados', 'javascript', 'css'})"
